x,y
She left me simply because I had a small income.,Money
I get stressed after working all day.,Partner
My boss liked the presentation I made.,Colleagues
Just had a crazy work out session!,Health
Creating more jobs will help reduce poverty. I completely agree with that.,Politics
My memories are a little blurred and I need some advice on how to remember what I forgot.,Health
Daniel's friends have requested a special gift from me.,Friendship
Ryan confronting Imran in the office was not justified.,CareerAndEducation
I was fighting with my aunt over the phone.,Technology
"I want to study,  but I also want to rehearse for the college play.",CareerAndEducation
I want to meet Emma Watson someday!,FilmAndTV
Stock market is booming.,Money
I think everybody is loving me for that.,Partner
He was accused of bribing the judges to offer a verdict in his favour!,Politics
I can not play soft music.,Music
I will buy a new carpet today.,Money
My boyfriend is paying the bills.,Partner
I understand the pain of poor people.,Health
Little Ronnie began to cry as his hair started to be cut.,Family
What should I buy for her birthday?,Money
The entire town is going bankrupt.,Money
Have you ever did water diving?,Food
How true is the saying 'Time is money'?,Money
What's your email address?,Technology
I still can't get over the English classics like the Beatles etc.,Music
I had Thai food today but I didn't really like it.,Food
You cannot beat him in the field of technology.,Music
A party must have alcohol but it is not good for health.,Food
My colleagues use unparliamentary language and constantly abuse me.,Colleagues
It was wrong of my parents to have reacted that way.,Family
They have to put in long hours of work and the line of work is pretty uncertain.,FilmAndTV
"Is drinking a lot of coffee,  bad for health?",Food
Rich people wear nice clothes.,Money
My wife didn't like my cooking.,Partner
"We favour the well-being and progress, not the annihilation, of mankind.",Health
Boxing is a good sport.,Sport
I organised a party for my friends.,Friendship
My friend designs new dresses for the fashion show.,Friendship
I realized that my job is like a video game.,Technology
The politicians who lost the elections will be consigned to the dustbin of history.,Politics
They like fruits a lot as they help Them stay healthy.,Food
I love my boss.,Colleagues
I don't feel out of place when my friends don't talk about politics but it sure does leave me craving for my type of conversations.,Politics
I gifted a dog to my girlfriend.,Partner
My friends have decided to home school their kids.,Friendship
I have a very busy schedule being in a law school I can't manage gym with studies and societies in college. It's hard to balance social life with studies.,Politics
I think Ron and Oscar are the best judge for it.,FilmAndTV
The coding could have been simpler.,Technology
I can sense that my health has not been that good lately!,Health
I love working with my new colleagues.,Colleagues
My earnings aren't enough to cure her.,Health
The war in the middle East is a very pressing matter.,Politics
My naive friends don't really care about the important things in life.,Friendship
I preferred a safe job to an entrepreneurial career!,CareerAndEducation
I got distracted while studying with my friends.,Friendship
My work as a finance manager is very challenging!,CareerAndEducation
My family knew I was going out with two people as partners.,Partner
So many things are affecting me.,Friendship
My new workplace has a gym within its premises.,Sport
Birthday nice to see my friends phone right but now I don't.,Technology
Rich people will never understand the conditions of slum areas.,Money
My teacher criticized my marks.,CareerAndEducation
My father brought home sketches from my childhood today.,Family
I lied to my boss today.,Colleagues
I want to avoid controversies at all cost.,Money
I have various options before me to gift my parents.,Family
The clothes I donated to the homeless shelter were usable.,Money
It was a great concert night yesterday!,Music
The hosts of American late night TV have a really great take on the news.,FilmAndTV
My work is more than just earning a living.,Friendship
Have you ever tried listening to songs in an another language?,Music
Me and my partner had a fall out.,Partner
I think I can become more skilled at sailing.,Sport
I found some money on the street,Money
Science is not my cup of tea.,Food
I like baseball players.,Sport
I hid my brother's new smartphone out of jealousy.,Family
I was injured in an accident.,Health
Awesome day to go hiking.,Sport
I think motivational videos can teach me a lot!,Technology
I need to shave my beard.,Health
I hate the North Korean Prime Minister. He puts a lot of restrictions on his people!,Politics
I was seated next to a person I had a cold war with.,Politics
Rich people can't be seen everywhere.,Money
I lead a sedentary life.,Health
They desperately wanted to convert from a corner kick!,Sport
My friends watch motivational videos most of the time.,Technology
The main cause behind the low payment to the draught is the less popularity of theatre.,FilmAndTV
I have lost my childhood friend.,Friendship
I was feeling nervous when I saw my boss.,Colleagues
My friend is always angry with me.,Friendship
If I could ever go back in time I would choose to be Queen Elizabeth!,Politics
Tom is active in local politics.,Politics
What's the current political scenario around you?,Politics
I have my essay competition tomorrow.,Sport
I really want to buy the new dress I saw at the shop today.,Money
I became sad after watching that movie!,FilmAndTV
"According to me, playing football with friends is real fun!",Sport
I just saw a documentary about World War 2.,Politics
I want a new phone.,Technology
I don't like my sister's new boyfriend.,Partner
I want to become a social helper.,Colleagues
